Total_Revenue,Total_Orders,Total_Quantity
170.88,2,492
257.06,1,334
659.84,2,348
975.87,4,547
1046.74,4,552
267.18,1,106
131.25,1,59
4685.72,10,1902
1348.93,4,529
190.53,1,108
6798.72,5,2694
774.9000000000001,3,443
559.61,1,551
4572.82,7,2420
508.8,1,284
449.42,2,264
135.86,1,230
743.0,6,844
3805.34,10,1927
1619.97,7,710
266.89,3,198
597.78,3,873
1941.1200000000001,4,1041
2156.35,9,1041
1430.54,3,967
762.75,4,347
397.35,2,380
954.75,2,309
153.24,1,84
320.76,2,92
533.3,2,534
2567.06,11,1423
149.29,1,54
1067.75,3,574
393.45,2,177
156.57999999999998,1,59
1269.05,4,572
383.68,3,197
1254.21,3,587
594.0,1,120
5114.23,14,2699
1411.21,2,759
284.5,2,118
399.75,3,265
492.88,5,228
788.81,2,487
974.52,3,812
429.84,1,376
226.86,2,76
1785.1100000000001,6,1087
1371.77,7,837
305.99,2,146
38.25,1,3
2091.52,10,2727
237.07,1,132
370.43999999999994,2,300
202.82999999999998,2,121
214.26,1,107
429.7,2,230
737.05,4,495
126.14,1,106
1044.65,1,348
12100.4,32,2638
1560.46,4,941
524.88,3,310
1430.48,3,1400
874.25,3,287
63.419999999999995,1,232
1292.01,3,670
371.56,1,251
2046.0,8,776
150.35,1,55
454.10999999999996,1,319
2209.98,4,1174
368.4,1,216
1983.48,3,894
147.4,1,38
6279.0,5,1852
1993.34,1,1450
14417.36,19,6516
817.8199999999999,10,905
4652.1,6,4074
4810.92,7,2153
102.0,1,40
231.32,1,144
431.92,5,251
2419.61,8,1264
210.85,1,82
3100.09,6,1646
659.4599999999999,2,483
4121.68,9,1206
3702.6,5,3052
246.5,1,194
146.14000000000001,1,98
8657.39,9,2937
24972.86,44,12134
158.65,1,59
1131.56,4,572
399.95,2,205
13003.869999999999,14,5559
257.3,2,130
402.7,4,141
3610.96,5,2390
2030.33,6,1637
475.86,1,160
1000.27,6,440
152.41,1,58
250.0,1,2
900.53,5,269
331.58,4,235
26437.05,35,10477
6392.06,18,4087
171.81,1,131
62.43,3,27
267.03,1,293
4189.99,15,2810
344.61,2,116
343.5,1,314
7098.24,16,4507
397.99,2,572
17259.19,16,15633
591.4,2,28
890.22,4,527
148.44,2,24
5554.89,23,2211
229.33,1,123
4783.66,12,4271
1808.68,5,1328
1972.39,2,1085
3738.85,10,1337
807.57,3,289
162.25,1,63
1044.3700000000001,6,314
259.09,1,242
110.92,1,29
3358.3999999999996,6,1016
538.46,1,410
460.68,2,444
85.13000000000001,1,49
855.71,3,418
242.26,2,167
7807.89,20,6745
288.96999999999997,2,162
1079.1000000000001,2,198
10057.05,26,7278
158.09,1,64
2334.16,8,936
2211.05,12,1139
1679.81,7,796
252.52,2,166
428.93,1,449
217.2,1,74
11243.91,36,8511
279.77,1,236
468.91,1,213
202.68,1,73
1109.4,1,526
153.52,2,72
1934.3899999999999,8,1334
671.4300000000001,3,560
2859.46,7,3005
70.74000000000001,2,42
173.16,2,60
227.87,2,153
186.01,1,223
758.29,3,461
3583.45,10,1734
8736.49,25,4079
3892.35,14,2411
3965.2,10,2089
1188.42,5,770
1101.44,6,750
30.1,1,6
921.37,1,394
396.03000000000003,5,120
127.1,1,52
1250.63,5,713
1375.39,8,955
7480.4,38,3028
682.9100000000001,3,453
95.96,1,56
1268.2,6,483
455.3,1,320
1139.1,3,1338
1522.0800000000002,7,528
579.6,1,96
478.53000000000003,3,243
1496.6,5,832
217.9,3,58
388.58,1,354
199.8,1,60
1771.78,5,983
357.6,1,144
2727.72,9,1208
563.37,2,393
548.02,2,404
1250.06,3,1098
1199.31,4,657
14191.74,30,10395
3137.96,16,2292
88.48,2,128
216.39,1,159
1741.95,9,641
5230.99,17,1615
1708.97,9,1470
1785.98,5,1262
298.48,1,148
112.46000000000001,1,66
2997.28,26,747
195.15,2,52
433.71999999999997,1,700
3147.36,4,1632
21373.97,47,12090
317.11,1,137
828.5500000000001,3,485
776.851,4,454
336.40000000000003,1,136
1942.36,4,1249
1293.03,4,501
7852.61,17,4091
2437.05,8,1087
588.13,4,357
3236.4,9,3020
1067.52,3,1138
566.9,2,344
5333.08,17,3569
2240.9,4,1518
1481.4,3,987
596.67,1,525
3285.31,8,2109
4335.96,13,2048
554.65,2,227
100.35,1,5
1444.58,4,560
797.59,5,651
2265.2,6,1134
1065.08,3,849
23494.31,29,12140
5345.55,12,4422
105.78000000000002,1,270
664.0,3,246
803.54,4,550
1055.17,3,396
784.8100000000001,5,821
169.0,1,124
639.5,2,218
1660.35,4,365
553.88,2,210
1259.06,5,871
1405.94,5,657
877.4399999999999,2,1200
922.53,2,475
560.67,1,324
748.5,4,343
30.0,1,24
2117.27,8,627
532.49,3,161
2603.69,15,1783
1215.95,8,779
283.73,2,145
138.14,1,106
1254.03,4,530
3987.07,5,2777
632.9399999999999,2,469
301.32,1,240
76.32000000000001,1,72
684.34,4,342
325.2,2,132
2657.13,7,1699
45.300000000000004,1,10
6204.32,9,3274
6948.2300000000005,13,3648
542.04,4,624
3435.76,3,2252
1305.63,3,675
1825.94,3,1022
781.28,4,1170
4028.69,10,2743
2989.7,14,1392
318.24,2,222
524.54,2,332
173.95,3,77
55.980000000000004,1,36
90.0,1,72
2993.1,9,1310
190.57,1,95
521.03,3,207
239.76,2,408
571.3,4,212
191.04,1,138
37.5,1,30
9978.48,24,2467
1131.04,4,484
3881.2200000000003,13,1386
246.75,1,127
46.2,1,60
309.65,1,113
696.68,2,357
1529.0,4,912
140.39000000000001,2,103
211.5,1,66
3734.6600000000003,6,1709
143.1,1,62
1060.56,4,321
916.98,4,594
3887.15,9,1465
327.85,2,169
898.87,1,641
420.25,2,199
3472.4100000000003,12,1277
839.64,4,451
783.96,5,361
658.02,5,246
2485.26,11,1379
607.0,5,224
293.79,1,95
10195.97,31,5356
739.22,2,327
471.40000000000003,1,388
5234.0,11,2279
930.7,4,427
310.85,3,117
415.25,1,221
321.91,1,123
9371.71,15,5908
544.6,2,132
192.55,3,47
1726.58,5,1061
125.3,1,122
1543.97,10,1264
162.3,1,62
2263.3,4,516
327.68,1,206
1767.12,2,1208
1188.1200000000001,8,597
13043.32,41,9030
449.12,1,472
154.88,1,152
208.62,2,70
156.87,1,51
775.96,4,214
34.8,1,120
1094.59,4,421
196.88,1,178
2499.81,9,1344
609.8100000000001,3,261
44534.3,3,18028
6452.991,18,4281
1380.44,11,443
3924.91,9,2792
79.2,1,144
3037.61,9,1762
5993.12,17,4034
528.01,4,241
2940.36,6,1757
205.25,1,47
830.9300000000001,7,523
13916.34,2,2
143.05,1,31
583.75,2,251
1086.92,2,271
4503.08,8,2945
370.63,1,335
831.06,3,334
15308.89,34,4215
88612.52,46,49068
321.45,1,67
1006.54,3,512
280.88,1,110
774.52,2,410
1288.34,6,465
150.5,2,260
241.62,1,138
1762.61,7,599
307.95,1,101
124.08000000000001,2,20
475.28000000000003,3,220
345.46,3,180
4014.1,4,1844
246.3,1,212
848.3299999999999,2,381
5969.93,16,4479
8501.62,5,5957
933.26,3,534
221.82999999999998,1,115
1962.01,6,2499
218.75,1,113
3608.34,5,1970
933.84,2,606
2399.57,8,1685
777.0,2,288
1979.8700000000001,8,1411
5171.63,17,1733
2821.08,6,1281
1535.37,3,915
1421.34,4,1341
1227.07,7,575
1063.95,3,570
451.42,1,1
1929.66,4,1030
4206.39,13,2565
10148.93,30,6205
784.58,3,602
1817.52,5,1532
17180.25,21,6753
1274.44,7,700
2999.04,8,1653
3486.15,7,1781
5201.47,12,3450
1303.9099999999999,2,603
2634.44,6,1728
2100.6,5,1856
144.14999999999998,2,54
2766.4,3,1596
340.5,1,284
3934.79,10,2928
206.98,1,128
570.96,2,202
1840.06,6,950
3882.17,3,1774
890.94,2,478
532.94,1,220
2598.28,4,1824
3603.14,28,1715
1108.82,1,367
636.14,2,996
576.0,1,415
794.64,3,1092
836.79,1,465
80.4,1,24
3764.39,7,1815
954.09,4,439
137.37,1,26
777.01,2,405
73205.5,34,64114
1048.49,3,675
355.56,2,396
2742.41,9,2391
548.8,2,296
118.95000000000002,1,27
130.73999999999998,1,134
4426.28,11,2128
107.01,1,79
822.57,5,643
137.99,1,45
1006.75,6,1334
109.73,1,67
257.26,3,60
110.8,1,135
5578.28,21,1691
1052.72,6,712
32275.95,52,19550
570.48,2,584
3552.41,13,2715
438.46,1,174
2361.3,17,1259
4369.2,12,3837
2512.29,13,1520
355.1,5,162
2180.76,7,1486
2241.42,5,1141
211.89,1,124
8923.3,31,5067
94.53,1,57
321.11,3,273
857.46,4,504
33.099999999999994,1,5
729.25,4,467
313.91999999999996,4,1152
11284.76,21,5102
108.52,1,74
1449.1399999999999,2,886
490.33,2,368
330.77,2,243
1137.8,4,639
329.03000000000003,1,202
501.39000000000004,5,260
1124.66,8,650
396.48,2,223
244.60000000000002,2,152
1951.82,15,622
1052.8700000000001,4,667
1027.15,3,605
429.16,3,139
1427.6,8,800
535.65,5,119
511.68,1,418
128.2,1,46
305.28000000000003,1,288
258.25,2,164
179.17,1,94
208.59,2,223
4996.45,25,2160
56.25,1,39
886.5699999999999,4,656
687.72,7,695
145.01,1,124
8939.84,12,3926
164.68,1,84
114.69,1,82
2530.19,10,749
882.72,3,478
758.62,2,173
191.94,1,98
2661.17,15,2158
1700.24,8,810
1074.7,9,759
6.300000000000001,1,3
205.99,2,149
364.45,1,414
3145.2400000000002,13,1618
530.17,5,248
582.88,3,240
525.69,2,385
569.14,9,238
775.26,4,335
369.5,1,138
127.08,1,122
102.82,1,103
207.15,1,93
134.44,1,155
106.54,1,66
293.53,1,164
594.0,1,120
426.63,1,139
239.9,1,118
2495.87,8,2325
1107.46,3,885
2190.66,2,2166
416.86,2,115
282.79,2,211
145.35,1,73
734.81,9,449
9060.39,16,6260
35.8,1,4
405.0,1,60
337.44,1,232
271.28999999999996,2,183
2164.24,4,859
646.27,4,345
2304.18,3,1614
1708.24,1,898
1509.0900000000001,3,852
364.72,2,284
7120.91,10,3354
1013.17,3,420
781.91,4,391
3440.3399999999997,18,1741
190.75,1,119
8085.9800000000005,22,3967
617.6,2,278
921.25,3,453
462.12,4,154
542.89,3,269
410.95,4,258
451.28999999999996,1,154
289.48,1,228
470.76,2,298
269.21000000000004,1,93
2771.94,13,1313
426.53000000000003,1,275
2966.0,12,1183
404.55,1,247
1127.05,5,223
1017.32,2,498
5902.83,18,2251
1769.33,5,468
680.62,3,195
3442.15,7,2262
371.01,1,243
1694.41,6,1053
1054.73,2,1016
3279.42,3,2444
329.22,1,450
6543.68,7,4822
9362.77,21,4827
324.51,1,131
3110.37,8,1872
8393.02,30,5730
2715.28,7,2750
354.42,2,368
1535.99,8,1599
738.89,3,476
368.31,2,169
1997.75,7,1086
150.55,1,41
896.6,3,514
2777.67,7,2037
1175.68,3,462
694.54,1,352
1386.4,7,643
8274.14,16,5350
20.4,1,24
12393.7,3,5110
583.39,1,337
169.21,1,70
5613.83,10,2210
2146.39,5,1076
2365.4900000000002,10,1269
332.82,2,205
3053.06,7,2631
5339.13,15,3237
972.11,4,366
1694.86,11,919
5601.01,29,3323
2978.59,5,1760
56078.44,84,25520
1100.28,5,462
704.55,3,907
2083.4,11,881
1545.58,5,635
698.13,4,503
17329.16,27,6959
851.01,3,487
487.03,2,276
602.63,1,255
719.81,3,358
483.99,3,504
439.65999999999997,1,338
236.09,1,243
2048.36,15,2099
82.2,1,18
117763.62,107,54450
331.24,1,283
547.9,2,421
1965.72,6,1467
10608.81,27,4200
911.3199999999999,6,585
217.73,1,33
2556.84,4,1369
1509.34,5,766
471.78000000000003,3,244
456.4,2,409
2416.9,7,1185
3166.4,3,1584
2245.32,8,1430
1856.5900000000001,8,1011
340.84000000000003,1,170
3434.9300000000003,8,2108
235.78,1,248
107.14,1,1
818.7900000000001,4,425
1852.15,6,1132
300.7,3,388
188.44,1,80
362.06,1,282
3634.84,6,3067
2111.88,4,791
134.8,1,22
650.75,1,345
3854.85,10,1691
62.7,1,18
3053.57,12,1431
541.95,3,243
89.65,1,19
2863.45,8,2035
335.32,1,262
109.31,1,55
1992.13,8,1207
1521.04,5,935
3269.11,3,1236
115.73,1,48
457.7,1,138
852.15,2,457
1076.8,4,697
4180.09,4,1580
122.39999999999999,1,48
252.5,1,38
736.9300000000001,2,271
2234.73,10,1435
2300.4,1,840
362.99,2,200
1352.0,3,864
602.5600000000001,4,298
4278.96,8,2177
106.75,1,39
2351.42,4,1514
436.18,1,216
2341.03,12,1382
2687.73,10,1450
1739.92,5,664
1437.43,2,373
263.49,2,119
180.56,1,58
315.06,2,154
1587.94,6,1188
17.0,1,20
3695.56,11,2020
447.05,1,265
1584.97,4,700
185.04999999999998,1,87
4010.7,14,2008
1573.2,7,960
582.64,1,438
3229.16,4,1844
1842.14,3,942
6191.71,22,2639
2774.46,9,1047
2386.19,5,2125
108.38,1,74
3204.1600000000003,7,1176
2235.92,4,1473
939.48,3,1092
1781.59,4,880
549.33,1,233
195.73999999999998,4,574
161.38,1,176
135.75000000000003,1,43
2553.8,12,1589
612.78,1,248
654.4,3,321
4376.25,1,2851
1720.81,8,811
2967.51,6,2161
1450.04,5,879
895.62,6,1280
307.78,1,170
1772.49,4,797
4292.35,14,1819
14644.6,15,6140
801.31,2,391
3801.05,11,2445
1396.05,3,1261
987.48,4,296
9957.42,12,4768
664.1999999999999,2,280
22992.260000000002,56,13653
2145.34,5,1637
819.45,2,395
946.8,4,674
422.7,1,210
910.35,3,774
1111.15,5,602
1433.46,3,1272
955.94,2,410
535.34,1,422
4555.08,12,1866
175.2,1,16
6805.4400000000005,19,5270
946.38,4,544
2398.91,5,1395
386.62,2,250
422.22,3,598
4002.17,10,1990
1829.04,1,642
5133.49,11,3693
796.9,5,495
6188.18,20,3205
656.69,3,347
628.32,9,182
1232.79,4,635
1025.44,2,1162
12580.06,43,6255
37.4,1,4
2407.98,6,676
822.48,3,433
79.9,1,2
435.83,2,173
1386.1200000000001,5,1494
10360.67,66,4975
1822.97,4,1325
6869.0,20,6056
73.2,1,24
1884.55,8,1419
1418.32,6,575
2246.75,7,1431
1836.44,7,932
2052.69,4,952
2247.31,8,1021
612.6,2,304
215.83,1,99
16249.87,13,9813
305.54,1,152
9971.65,9,5887
1077.81,4,351
1158.79,6,561
644.72,3,321
8718.43,26,6594
6911.4400000000005,15,5048
1087.66,5,838
215.48,2,134
2723.55,8,1231
15677.82,24,9348
351.3,1,208
630.43,2,379
308.59999999999997,1,140
323.25,1,123
93.3,1,26
2016.71,9,1420
1030.0410000000002,2,384
942.75,7,321
5608.1,12,3068
2112.12,5,1421
2501.9900000000002,9,1307
943.84,6,537
918.71,3,671
1820.1100000000001,7,1452
2589.87,13,1379
394.38,1,140
3440.45,10,1541
4146.78,9,1895
33750.97,35,12397
1090.59,3,519
1293.71,4,571
159.0,1,48
2038.25,4,1308
242.35,1,104
914.9300000000001,1,254
304.25,2,91
3968.67,13,2799
40.8,1,48
2019.92,9,1449
1272.05,2,463
1087.05,2,643
1616.54,5,1555
2859.31,15,1281
672.1700000000001,5,521
1027.22,3,436
885.71,3,555
2867.86,6,1292
542.03,2,365
1074.47,4,563
2712.97,7,1849
1818.31,9,677
333.18,3,170
2053.71,9,788
432.2,1,184
136.65,1,57
63.66,1,85
1492.2,6,692
3718.8,2,1641
3992.86,16,2258
7404.65,14,3921
409.1,2,110
1522.75,2,855
1413.66,3,1014
821.35,2,336
114.56,1,182
152.94,1,78
1800.07,5,950
565.24,3,268
128.31,1,44
295.09000000000003,1,158
7272.2,7,6030
967.44,3,543
4530.0,15,2876
1629.37,3,1590
46.95,1,2
11942.52,15,7200
340.94,3,143
1035.45,1,311
1041.16,6,454
755.15,1,446
348.16,1,197
823.53,2,616
6935.17,12,3214
1757.95,14,791
186.66,1,198
667.65,2,533
717.57,1,579
1141.24,1,688
3397.82,10,2359
411.7,1,224
318.34000000000003,2,40
351.75,1,153
2151.11,3,1268
2629.3900000000003,3,1467
188.69,1,33
1117.84,3,342
5698.28,9,3683
238.05,1,101
3424.02,3,1570
1307.58,3,790
4350.32,8,2867
1018.48,3,674
176.9,1,60
328.95,2,101
1006.98,5,1426
129.85,1,19
136.31,1,97
1957.7,4,957
117.72,1,1
1253.76,5,688
4279.2,15,1833
126.05000000000001,1,54
1328.55,4,841
1313.67,4,645
301.9,1,206
1085.7,7,308
193.65,1,107
1367.32,3,643
107.33,1,41
233.22,1,158
7928.27,7,3859
381.66,1,228
361.21999999999997,1,256
1124.72,7,712
1194.92,3,1123
5120.0,7,16000
706.57,2,467
460.08,2,270
616.26,2,394
171.15,1,53
274.15000000000003,2,165
1491.4,3,636
402.71,2,143
5744.91,13,3057
2192.51,5,1236
328.15,1,199
404.40000000000003,1,72
5628.99,6,3319
604.5500000000001,7,259
326.75,2,231
353.66,2,146
408.59000000000003,3,270
3597.5,12,2464
4721.25,24,1083
10159.64,16,8124
310.83,1,141
1664.92,4,797
625.38,7,326
2037.7,6,756
2000.01,11,1128
26626.8,22,32184
263.73,1,206
2753.52,7,1004
3517.69,4,1473
151.05,1,87
214.79999999999998,1,94
94.05,1,21
1496.24,3,1319
3850.79,7,3022
322.41,4,157
614.12,3,345
842.42,4,706
1178.79,2,611
224.51,1,289
3442.96,11,1715
1744.42,8,1164
53.5,1,9
2253.89,9,1077
3330.0299999999997,13,2165
494.44,2,300
9795.460000000001,38,3483
1119.46,5,592
416.35,1,179
415.87,6,190
868.37,4,389
2919.65,5,2065
2697.75,16,1764
3450.41,6,2110
891.21,4,418
922.16,6,467
109.36000000000001,1,52
705.79,2,279
3167.34,15,1034
1548.1299999999999,4,882
1350.48,3,1103
621.44,3,307
2656.56,7,1589
1301.91,4,640
157.2,1,108
1290.31,5,722
309.49,2,119
1723.4,5,771
104.0,2,74
974.96,2,691
1308.48,2,2928
362.95,3,267
2157.4,4,1410
1743.1499999999999,1,1428
247.85,2,108
353.1,2,167
2896.69,7,1596
1358.95,4,861
881.35,5,476
1068.16,3,700
882.46,5,448
186.05,1,83
1382.07,4,1242
467.5,3,122
1052.26,4,715
756.7,3,604
5297.77,23,3001
1555.34,5,2604
3518.41,14,2901
137.8,1,80
123.13,1,43
1705.8,2,758
630.22,3,452
3059.85,9,2066
6849.15,23,6035
293.45,2,146
177.5,1,114
443.05,1,157
167.25,2,187
528.36,3,257
2761.65,14,1448
231.93,1,227
5652.74,12,3664
130.32,1,348
756.39,4,461
593.19,5,288
522.03,2,283
551.21,5,201
696.76,3,508
2957.88,9,2198
35.7,1,6
1028.74,5,564
1463.7,8,701
75.0,1,120
526.27,3,123
61920.87,109,64225
346.12,1,230
443.06,2,212
302.7,1,199
1863.76,10,1215
241.06,2,156
638.49,3,575
284.55,1,9
1117.94,7,307
623.28,3,442
287.4,1,276
384.52,2,214
2673.69,12,1310
1003.0699999999999,3,608
319.14,3,227
301.25,2,197
798.35,5,463
310.70000000000005,1,74
3856.9700000000003,6,2108
1019.13,5,478
891.98,5,580
162.24,1,96
3625.88,17,1945
583.16,4,287
168472.5,2,80997
727.1,3,315
361.12,2,176
707.69,2,367
1505.73,3,681
1013.15,3,524
332.17,2,199
251.71,2,139
30.950000000000003,4,9
3995.57,11,2851
6000.94,13,3296
208.36,1,140
5690.89,30,3395
71.78999999999999,1,59
811.23,3,876
1545.83,3,933
136.0,3,16
1422.4,4,1163
1298.66,3,952
746.24,2,504
3767.09,15,1777
2869.16,7,7384
787.52,3,371
803.9,5,332
2416.85,11,1335
1189.98,4,670
789.6,2,252
470.83,4,296
1810.65,7,909
544.3,4,319
350.35,1,187
4094.37,11,2507
331.0,3,224
300.83,2,102
769.29,1,455
453.38,1,201
220.62,1,346
139.35,1,44
404.3,2,200
2287.19,5,1153
134.36,1,24
209.4,2,163
498.8,3,728
303.7,2,38
205.41000000000003,1,113
1533.16,2,1060
385.56,1,235
2132.09,7,1988
826.53,1,675
648.26,3,328
2330.77,6,1764
6695.28,23,3050
100.97,2,45
2578.34,8,1364
843.9100000000001,9,386
1191.23,1,628
258.55,2,220
3614.34,11,1535
465.88,1,510
777.6,1,576
90.30000000000001,2,42
142.71,1,111
240.95,1,103
363.7,1,64
1777.5,6,930
1760.49,6,769
874.59,4,407
3179.06,10,1573
101.69999999999999,1,58
162.7,1,96
959.37,4,524
439.06,4,150
2148.38,6,1045
1140.11,3,1014
433.36,2,212
11916.33,28,4979
306.19,2,259
24151.3,48,14430
717.21,2,279
1232.94,2,708
244.41,1,171
1986.8,4,739
48.349999999999994,1,17
2298.33,11,1863
8756.64,5,2544
1082.81,3,611
635.9,1,168
972.04,3,664
548.12,1,250
23.35,1,59
395.07,3,254
3289.66,10,1014
205.75,1,105
424.03,1,173
257.32,2,142
292.21,1,317
376.70000000000005,4,150
689.82,2,322
5307.07,5,4211
104.25999999999999,1,108
30.15,1,6
12781.8,34,7087
8813.58,18,5405
2237.12,7,2076
379.73,2,219
16584.01,33,16427
2841.72,8,1346
1915.68,6,1816
8012.58,17,4353
281.85,2,111
13304.11,38,7813
175.0,1,61
3048.38,8,1603
511.12,2,244
223.85999999999999,1,264
4412.56,6,2584
87.8,1,40
773.05,4,211
614.66,5,362
865.6,2,996
1020.9000000000001,2,366
1455.23,5,988
7434.31,20,4292
4248.74,10,3703
1009.6,3,532
663.61,2,360
1301.78,3,1002
540.87,2,323
380.0,1,142
156.6,1,108
295.05,1,119
105.84,1,134
313.62,1,164
297.95,2,153
3156.17,5,1913
341.59,2,151
1462.78,3,348
225.15,1,71
1361.28,4,882
612.36,4,536
605.9,2,240
213.5,1,41
7807.91,28,5504
1071.1399999999999,8,377
181.09,1,64
1757.75,5,1331
458.98,4,180
90.04,1,184
145.04999999999998,1,73
172.8,1,159
2153.41,13,2420
677.0,3,391
763.33,2,429
482.47,2,480
432.45,2,175
60.48,1,144
357.66,2,148
5706.87,25,4436
1286.6200000000001,2,612
5493.46,7,2420
75.66,1,66
1785.13,6,874
3245.43,9,1419
618.59,1,293
1179.79,3,349
291.5,1,211
500.42,2,370
151.85,1,91
2647.59,5,1363
1938.33,4,1055
1758.93,6,1146
813.48,4,302
225.4,1,44
1015.24,4,442
810.5699999999999,2,488
1654.03,5,1057
4413.1,17,2690
322.8,1,162
2318.1,7,1260
408.63,2,489
106.80000000000001,1,72
1892.52,7,775
406.4,2,256
2883.1,6,1138
1649.81,6,1257
473.0,1,277
3802.04,4,2186
1154.47,4,927
2380.13,15,1627
1747.98,4,751
179.4,1,146
554.5,2,454
1077.45,3,775
923.11,2,553
833.78,2,826
160.39,1,117
678.8,1,1072
541.9,4,396
672.8,3,503
306.58000000000004,1,82
1916.11,7,1511
136.2,1,60
17550.39,16,7477
1212.66,2,733
1484.07,8,640
6423.26,13,3938
16833.170000000002,30,15433
874.43,4,1130
690.83,6,277
39.12,1,72
1879.55,7,991
932.76,4,364
151.05,1,35
165.0,1,100
109.2,1,24
135.39999999999998,1,59
217.71,2,354
567.1800000000001,2,236
862.42,13,773
1348.88,3,881
8030.150000000001,20,4534
1692.27,3,875
8134.9400000000005,20,2832
171.13,1,95
304.24,2,181
608.86,2,296
2361.9,6,927
880.62,2,457
3109.99,12,2397
663.31,3,247
821.45,3,377
1921.84,7,1492
1028.0,5,1040
320.25,1,190
147142.77,55,104810
324.24,2,396
4881.07,16,3419
157.63,1,141
1260.86,4,804
422.59999999999997,2,330
353.03,4,209
178.83,2,92
1914.6999999999998,4,878
1179.48,5,658
98.30000000000001,1,26
191.9,2,184
657.9000000000001,4,146
112.75,1,27
1998.0,2,840
994.6,7,640
8830.77,25,6644
9916.73,26,11046
1110.83,4,692
664.16,2,433
43515.051,42,22302
531.35,3,249
533.41,4,396
656.63,1,285
9056.01,14,3261
5921.35,22,4174
2868.48,9,1212
4232.87,13,2074
14115.56,32,8482
1497.33,4,828
625.52,2,1174
2149.6800000000003,3,912
6663.68,14,3145
3006.08,5,1924
3513.62,14,2356
758.74,3,460
292.47,1,172
8189.56,22,7986
1231.36,4,958
147.35,1,69
1688.26,14,700
2063.88,7,1323
1377.77,4,1066
1048.28,4,671
7205.33,21,5722
743.11,3,994
170.3,1,124
4387.64,4,2414
259.68,1,112
646.76,3,345
6217.41,14,4240
2956.56,5,1050
835.1999999999999,2,576
3.75,1,3
786.43,2,391
226.91,1,110
173.06,1,81
2799.87,14,2558
4212.15,14,3707
1291.91,7,798
7180.7,17,6719
18046.75,42,11900
836.06,2,583
3637.33,14,2127
4157.88,2,1910
623.93,5,214
1764.72,1,1031
207.5,1,54
223.92000000000002,1,189
65500.07,29,63551
2864.68,7,1985
1312.3700000000001,7,707
270.48,2,180
369.34000000000003,1,203
789.79,3,609
228.0,1,168
316.62,1,341
1207.24,3,480
964.6999999999999,2,492
2790.9500000000003,13,1253
454.75,2,311
1145.6,2,536
8056.76,15,7102
1698.57,9,774
1117.05,4,295
1778.93,9,1052
3949.6,10,2308
3698.0499999999997,3,687
421.24,3,252
1567.48,8,774
2820.84,16,957
592.51,2,435
1292.18,5,470
245.94,2,194
32809.03,53,19411
596.4,3,352
623.0,2,192
9636.12,38,4027
391.95,1,163
892.33,5,494
533.78,1,313
51.839999999999996,1,72
1017.53,4,472
1928.93,5,965
80.8,1,32
1545.6200000000001,6,898
3957.63,15,1854
623.46,5,324
243.84,1,146
2052.7,15,1576
2062.41,3,1214
305.62,1,186
1802.02,5,898
841.16,3,205
452.78000000000003,2,162
1162.65,1,524
1594.23,4,493
582.61,2,369
332.3,1,245
536.99,3,246
1091.34,5,1120
762.16,4,356
2123.88,6,1433
288.42,2,196
1727.43,9,1093
842.0400000000001,2,372
547.07,2,477
2392.0,4,1116
1652.18,10,1501
11924.85,36,4844
406.02,2,237
417.06,4,274
2560.7,13,1401
3349.57,11,2164
182.59,2,253
497.61,1,307
113.35,1,13
181.39,1,171
2243.09,7,1166
686.24,3,390
1826.89,5,1297
341.7,1,158
392.13,5,125
128.5,2,59
513.32,2,215
1207.5,4,699
91.8,1,48
417.61,5,179
2409.04,6,878
898.96,2,760
1456.66,6,496
782.37,4,539
3170.98,11,1563
1159.61,4,509
21758.25,44,11295
139.85,2,117
4006.06,12,3478
1264.19,3,693
19571.43,35,18502
614.34,2,281
253.88,1,167
842.41,3,517
614.89,2,255
1411.62,4,780
124.57,1,33
332.41,1,249
342.45,3,271
144.91000000000003,2,56
1408.96,2,997
328.4,2,164
358.49,3,171
352.8,1,168
4292.59,10,1423
1932.41,7,1899
1610.62,3,625
946.59,5,616
662.33,4,513
834.27,3,640
409.25,2,283
130.95,1,157
207.73999999999998,3,60
76.74000000000001,1,58
384.56,3,112
817.12,4,583
450.15999999999997,1,278
2812.34,6,1253
1213.13,6,1079
14617.39,12,8601
209.89000000000001,1,78
4234.53,11,2099
136.01,1,181
846.62,6,458
13.3,1,12
1813.21,8,904
432.0,1,600
705.12,3,424
2246.06,19,1016
1070.97,4,520
684.6,4,358
134.0,1,48
658.17,3,423
434.2,3,145
2526.65,6,1611
285.41,3,243
1727.94,11,652
754.75,7,367
249.89000000000001,2,117
1306.96,3,503
1102.9,5,421
103.95,1,18
289.78,2,73
885.21,5,695
1695.77,8,811
887.11,3,833
204.26,1,42
1706.88,1,629
1041.75,3,717
4675.36,21,2607
4706.77,17,1913
1410.92,7,590
1470.89,9,451
252.59,1,61
379.14,1,436
1508.96,8,884
255.25,2,161
4460.51,15,1689
423.90999999999997,3,229
183.76,1,112
1543.18,11,190
902.02,4,649
1851.88,2,792
3206.54,16,2066
4909.66,24,2333
355.45,1,81
409.21,3,275
611.08,1,281
13157.130000000001,32,6190
829.89,3,467
125.65,1,123
1169.6100000000001,5,197
543.05,3,993
3897.5299999999997,29,2587
1295.39,7,929
378.89,3,339
5032.22,23,3357
412.55,3,217
3099.3,9,1533
2083.14,6,936
530.86,3,273
548.29,2,339
196.25,1,123
