Total_Revenue,Total_Orders,Total_Quantity
400.03999999999996,37,198
125.72,14,60
358.75,35,169
234.92,25,116
11581.83,338,5020
10206.41,259,4802
5497.33,325,3385
679.07,31,249
1215.53,47,427
19.92,4,8
2.91,1,1
49.800000000000004,14,20
6.64,2,4
11.64,1,4
13.28,7,8
11.64,3,4
2.91,1,1
6.24,3,3
99.60000000000001,16,40
8.299999999999999,2,5
27.39,6,11
86.58000000000001,11,26
9.96,4,4
19.92,7,8
5.82,1,2
9.96,2,4
24.900000000000002,7,10
14.940000000000001,4,6
23.28,6,8
9.96,4,4
44.910000000000004,4,9
107.07000000000001,16,43
17.43,2,7
2.91,1,1
59.760000000000005,10,24
5.48,2,2
31.200000000000003,10,15
7.470000000000001,3,3
14.55,5,5
12.48,3,3
26.19,7,9
27.39,9,11
5.82,2,2
13.32,4,4
22.410000000000004,8,9
3.33,1,1
16.65,5,5
22.410000000000004,4,9
19.92,5,8
4.98,2,2
9.96,4,4
5.82,1,2
12.450000000000001,4,5
534.66,42,306
393.59,33,219
1.65,1,1
2525.04,132,1576
481.5,38,1175
21.0,2,50
165.07999999999998,41,376
313.24,57,741
194.58,35,456
27.0,3,4
168469.6,1,80995
1.7,1,1
59.330000000000005,6,17
2259.47,103,715
6.98,2,2
2806.69,190,883
6809.650000000001,275,1474
15874.380000000001,355,3035
1419.51,76,359
638.97,43,120
505.4,24,145
343.72,25,27
12.72,1,1
13.0,1,1
134.08,39,2072
5.88,2,14
51.13999999999999,7,50
44.25,9,39
725.56,166,1809
766.64,177,1952
272.45,50,765
106.49000000000001,25,293
1590.6399999999999,56,2180
37.5,8,10
416.01,39,49
1631.42,130,309
80.0,16,21
85.97,20,420
13999.1,419,1435
13.6,10,16
499.31,83,421
1591.86,348,2241
5.46,3,13
21.25,9,17
103.06,39,165
24.65,4,29
12.5,4,10
224.1,7,78
25.28,7,58
29.500000000000004,3,10
874.6500000000001,57,931
8.850000000000001,3,3
1312.2,103,1727
974.81,51,268
1366.48,103,406
497.70000000000005,13,141
21.0,2,50
48.3,24,83
118.43,31,554
62.3,17,312
133.23,24,447
105.43,12,143
144.07,13,179
81.56,8,94
45.760000000000005,3,62
24.7,12,130
1445.05,53,551
331.14,19,100
88.04999999999998,6,39
313.28999999999996,11,118
40.95,7,21
301.81,34,61
1043.44,104,642
748.24,74,563
1270.93,143,1041
1362.8999999999999,53,1826
14.850000000000001,3,3
1057.62,63,459
21.5,2,18
982.5300000000001,113,311
59.400000000000006,5,12
12.61,2,31
5.32,1,28
216.33,15,108
1666.78,177,1137
227.54000000000002,33,104
41.54,10,10
1604.74,171,1205
517.71,68,325
762.97,84,434
43.940000000000005,3,95
75.88000000000001,7,168
58.07,3,139
137.43,9,297
61.3,3,143
216.7,11,420
180.05,11,408
3.43,1,1
242.15,25,559
192.3,32,385
66.55,7,95
57.0,3,150
5.9,2,2
87.02,1,229
43.32,1,114
5.9,2,2
203.24,6,528
117.05,8,235
136.44,3,324
5341.85,188,1737
220.66,34,134
342.17,64,185
1.7,1,2
184.4,20,180
85.0,23,100
107.13,11,45
59.00000000000001,5,20
47.2,6,16
103.35,13,53
61.07,8,29
466.69,96,388
184.76000000000002,24,159
355.58000000000004,30,288
92.39,21,100
336.58,56,243
365.76,1,288
713.7299999999999,67,563
793.3199999999999,82,662
112.03999999999999,44,129
119.67,46,132
167.54999999999998,42,157
12.5,5,10
296.34,24,1070
330.32,49,183
575.99,36,97
1023.77,112,1545
4049.4,188,2164
0.38,1,1
78.12,15,156
15.63,10,37
131.38,28,319
13.68,9,36
71.44,17,188
1.95,1,1
1.25,1,1
717.99,46,1352
2007.22,155,3868
850.49,111,2181
34.620000000000005,4,135
1254.9,148,3565
984.6299999999999,82,1131
9514.779999999999,637,11430
1351.7800000000002,92,581
38.38,11,101
689.76,132,1187
1423.63,174,629
111.34,26,255
488.51,112,936
363.34000000000003,75,761
542.47,76,523
15072.58,692,8375
1947.74,217,1963
611.38,87,440
61.25,13,49
3.75,1,1
1.25,1,1
311.03000000000003,27,94
1.52,2,4
147.64000000000001,29,377
297.62,67,589
232.08,54,402
3.7800000000000002,5,5
2.55,1,1
37.5,5,10
4.609999999999999,2,2
1051.69,88,1739
927.4599999999999,28,517
805.1,58,145
3881.33,204,13665
1731.4,131,1629
1759.04,104,1110
561.05,9,321
35.7,7,14
612.5099999999999,11,5404
504.55,8,4643
10821.29,492,7145
159.2,16,41
181.5,3,1122
75.0,6,143
6.25,1,5
5.949999999999999,3,7
3288.65,33,25707
284.49,81,703
292.08,73,434
843.88,70,6168
1134.68,108,5249
3.9000000000000004,1,6
3.75,1,1
1639.8000000000002,54,700
563.43,43,2709
409.6,28,2010
673.72,54,1654
5332.25,410,3691
4540.849999999999,364,2891
6827.21,528,4549
22333.3,477,2382
7023.14,391,2444
4.95,1,1
778.64,95,742
87.28,32,170
47.12,28,107
431.18,82,316
328.51,64,273
39.81,14,65
197.85,10,1405
651.05,44,63
1160.56,72,116
2010.6000000000001,77,209
41.25,8,11
22.5,1,6
1095.85,32,1253
160.08,34,170
15.299999999999999,1,6
1127.9099999999999,9,1251
906.31,83,667
17.35,1,1
34.7,2,2
232.89,10,143
6.75,1,1
207.69,15,49
19.72,2,68
19.770000000000003,5,31
46.56,23,46
30.419999999999998,17,38
26.06,12,27
28.86,20,46
48.3,13,18
30.08,8,14
167.52,10,58
63.28,13,26
216.07,11,108
946.7199999999999,44,489
477.29999999999995,24,242
682.9899999999999,26,361
793.44,51,237
24.16,3,4
5732.6,330,1560
6787.46,263,881
3401.15,177,481
2599.79,171,868
25428.329999999998,522,2465
190.4,26,32
229.57,46,89
71.39999999999999,14,28
1911.6499999999999,121,2484
66.3,1,78
1257.02,60,1150
28.05,13,33
5487.3099999999995,244,15435
837.02,81,384
2100.33,117,1092
472.07,62,355
3.75,3,3
16.8,13,40
28.56,18,68
7.56,6,18
30.66,17,61
12.75,6,15
19.55,10,23
236.40000000000003,3,72
40.8,3,48
3381.6200000000003,53,347
260.39,56,1213
303.84,22,816
112.32000000000001,12,64
59.5,8,70
11.98,2,14
121.53,9,109
34.0,4,8
792.0699999999999,34,83
132.0,8,48
4.65,1,1
423.73,25,101
3901.3500000000004,353,2517
905.25,49,213
352.34999999999997,61,243
5032.95,380,3471
313.75,51,251
7.5,2,6
54.34,22,286
513.58,72,373
419.99,48,317
132.75,4,45
156.29,25,71
1.95,1,1
246.03,33,51
1044.23,32,83
84.75,4,5
1938.1899999999998,95,153
1282.9,51,101
1283.23,121,406
1369.23,153,428
905.1,96,258
658.07,76,153
662.1,77,205
1675.73,157,487
20.65,1,5
4.13,1,1
4.13,1,1
28.91,1,7
39.87,25,141
40.519999999999996,27,147
65.10000000000001,5,31
541.96,70,713
1004.94,172,746
46.25,7,29
67.5,14,48
206.26,23,200
56.16,10,54
179.88,11,240
62.01,16,103
269.90000000000003,14,98
834.95,95,242
140.4,25,48
153.18,29,54
68.02000000000001,31,358
572.6999999999999,74,1463
458.34,66,1177
594.28,29,1220
295.72,63,428
2713.9799999999996,150,1638
265.4,44,326
6855.75,79,640
1405.51,195,2853
1186.9,25,6842
729.9499999999999,11,2567
367.36,35,284
246.12,60,160
2703.25,74,343
16.13,1,1
1389.44,42,3177
931.86,48,4387
196.45999999999998,14,527
366.81,57,266
1113.07,140,1028
67.25,4,5
3096.08,312,2654
3527.42,178,737
153.14,34,903
37.75,9,9
23.4,11,12
2.55,1,1
2.55,1,1
13691.02,449,5201
23.64,4,4
6311.69,701,5116
511.46,44,154
390.0,41,104
836.62,151,343
30.0,6,8
148318.28,2674,28200
25803.49,761,5801
1761.2599999999998,113,212
11683.27,348,2166
38.72,3,3
4983.02,410,2384
2.55,1,1
2373.01,78,220
9622.27,224,973
169.4,8,8
792.73,129,573
208.25,27,49
279.88,69,307
420.87,55,185
4298.599999999999,344,1662
753.77,36,46
612.8199999999999,6,71
332.6,6,27
2612.88,148,1084
270.43,29,200
1099.88,26,2706
1008.73,76,183
24174.010000000002,689,4752
29363.86,872,5738
11.02,1,1
140.5,10,13
269.53999999999996,70,163
1696.05,281,1054
2012.43,159,1051
17442.29,1140,9390
33.6,4,8
16.84,3,4
1274.3799999999999,72,253
637.37,101,331
131.9,29,67
306.67,97,303
1320.99,356,2341
2.51,1,1
4.9799999999999995,1,6
678.3,105,344
808.39,122,408
4.21,1,1
644.88,124,322
89.12,32,138
11180.57,369,5967
6662.54,286,3492
201.73,10,35
25970.0,720,4248
20712.63,496,3452
19608.91,543,3127
67010.31,1664,10077
6.75,1,1
23132.920000000002,500,4077
1123.55,37,70
158.04,2,39
214.47,11,34
31142.63,851,4715
45723.840000000004,983,6822
46405.4,1282,7314
28639.1,698,4872
8470.28,274,1321
48726.56,1349,7726
1627.99,87,269
5905.64,225,898
8378.8,80,2604
213.75,27,171
12.5,6,10
4556.5,376,6671
2751.5,265,4268
2222.35,226,3445
0.83,1,1
463.30999999999995,50,1303
488.11999999999995,60,1084
12450.85,127,9567
75.15999999999998,10,54
15.96,12,38
220.35,24,113
677.99,67,305
310.83,21,292
592.79,89,383
441.99,82,257
8.850000000000001,3,3
13.37,4,11
4139.5599999999995,290,4438
1684.58,205,1306
227.48000000000002,13,494
3789.25,144,717
17.849999999999998,8,51
18906.77,727,4769
5.1,1,6
626.13,47,777
514.4499999999999,99,349
68.1,12,177
525.4,81,370
972.1100000000001,78,293
656.0500000000001,69,176
89.92,35,210
5.1,2,2
26738.79,1017,32989
44680.75,809,15089
87.96000000000001,20,225
111.57000000000001,18,294
148.01000000000002,17,244
8.67,6,15
112.05,17,177
1531.3999999999999,215,3819
669.62,49,640
46.2,11,220
116.5,9,1050
918.65,6,539
190.89,54,300
50.400000000000006,7,24
3.9,1,2
593.3299999999999,120,586
445.94,65,366
442.24,88,714
49.11000000000001,18,74
306.35,57,753
692.28,56,748
462.15,28,549
122.63,31,109
134.85,29,339
156.72,29,218
69.17999999999999,14,175
466.38,38,1926
219.45999999999998,11,962
1190.92,118,6268
530.16,45,265
4049.9900000000002,287,1990
848.41,112,204
7368.68,399,3728
11184.89,499,5785
154.89,28,37
101.28999999999999,14,67
991.3800000000001,64,1818
355.05,14,827
918.75,47,464
4.3,1,1
1010.1,183,2303
1145.76,158,1244
94.92,18,226
9.24,5,44
62.9,13,74
36.96,13,88
45.0,10,36
523.15,54,643
328.39000000000004,28,394
279.08,23,326
141.23,12,65
5.06,1,1
27239.46,920,19712
766.85,16,383
1047.2,39,496
476.4,15,232
226.5,11,110
5.95,1,1
5.95,1,1
5.95,1,1
4.25,1,1
12.75,2,3
690.24,14,315
957.73,14,445
107.68,6,43
302.40000000000003,9,144
201.24,5,292
137.54000000000002,8,170
1.69,1,1
767.0,14,592
693.25,13,533
5459.48,129,4012
16409.02,494,1699
56.9,8,117
42.08,6,54
615.84,9,457
81.12,15,48
418.18,44,514
229.5,15,121
90.30000000000001,9,43
16.8,4,8
10.9,3,9
461.53,45,122
268.75,10,55
18.15,5,11
44.55,12,27
1.65,1,1
53.11,15,28
877.8000000000001,18,612
467.71000000000004,16,322
783.1,48,471
260.67,18,78
2600.6400000000003,178,1232
2082.7400000000002,102,1125
743.26,46,674
1276.78,91,985
924.84,78,660
1020.21,86,631
2613.82,286,1388
1060.19,67,822
531.36,56,708
446.17,61,553
404.75,24,769
292.5,25,234
796.12,64,1323
153.67,36,62
254.98,61,103
17.57,4,7
25.099999999999998,3,10
3789.9,182,914
4258.97,212,1559
6047.5599999999995,269,2184
74.97,4,9
8.29,1,1
1553.5,97,724
407.88,36,92
8.47,1,1
16.9,3,10
4213.54,216,924
4645.87,225,1059
8489.17,345,1983
74.78999999999999,6,9
220.94000000000003,19,26
511.98,44,60
340.45,22,445
288.46000000000004,31,105
967.9200000000001,54,266
1083.36,70,282
1671.52,136,1344
1671.28,214,1553
1283.1299999999999,127,2394
1174.01,92,694
100.64999999999999,14,61
172.51,15,181
669.6199999999999,76,390
13153.8,344,13968
1543.03,68,1217
340.0,25,272
100.31,11,97
273.93,25,497
135.68,12,64
308.38,33,242
1255.97,88,1082
139.95,2,12
100.15,5,6
370.6,16,76
29.25,9,15
29.849999999999998,2,3
969.61,31,730
9759.91,436,11973
89.25,37,69
5473.82,343,2944
438.25,33,171
711.64,61,1009
1462.9499999999998,121,1751
380.34,54,938
6.04,1,1
19.4,4,52
43.65,14,235
35.14,11,189
39.8,1,4
1200.25,240,1377
42.71,16,26
6380.2,396,1615
11.26,1,1
433.70000000000005,66,142
3083.2,107,284
6.3,2,15
181.03,91,350
180.14,97,306
12.18,12,29
4.62,2,11
4.25,3,5
4.25,3,5
1973.0700000000002,210,944
150.45000000000002,16,51
1240.83,64,1833
3196.0099999999998,91,3653
20.4,4,24
364.25,119,790
603.08,136,1485
296.58,112,641
397.37,70,479
1293.76,157,1619
143.87,56,138
152.64,35,114
2.95,1,1
1774.18,107,624
23.77,4,4
5.9,1,2
339.57,10,109
272.45,19,78
122.39999999999999,2,144
611.5100000000001,13,199
4357.38,150,904
80540.88,1135,15841
1565.7,58,242
2007.88,61,314
3209.36,83,532
8481.19,170,1433
13787.93,265,2281
2084.32,56,334
18048.72,349,3004
260.76,17,594
65.94,7,100
73.6,9,60
369.78000000000003,21,840
502.03000000000003,21,1194
252.29000000000002,13,553
4423.6900000000005,79,725
824.95,34,119
13.57,1,1
199.01999999999998,36,216
65.62,21,259
37.5,9,30
121.25,18,97
63.800000000000004,16,116
126.74,34,216
18.799999999999997,10,32
84.56,20,254
159.87,46,464
4.64,6,14
9.57,6,33
58.64999999999999,7,23
10531.4,230,2926
932.98,29,125
246.58,34,59
348.8,48,93
595.1800000000001,71,131
7.5,2,2
109.85,11,17
6.25,3,5
403.64,19,290
451.35,23,174
283.49,28,139
600.91,48,100
41837.6,2006,16914
29003.370000000003,1123,4878
56745.729999999996,1176,9831
38052.33,1274,4728
43811.16,1973,15301
3155.93,86,378
38.75,11,31
8081.139999999999,751,5641
9527.16,794,6955
237.73,42,114
2498.98,489,1207
3129.2400000000002,704,5595
7458.52,1336,13249
4649.0,913,8399
15110.980000000001,796,7479
27981.99,1176,12877
235.9,47,164
166.78,40,128
2569.6600000000003,215,1210
5479.4400000000005,506,2505
25736.190000000002,1201,12675
595.07,125,268
923.72,159,663
175.60999999999999,43,115
126.25,25,101
667.47,116,492
985.5699999999999,223,896
820.01,187,770
1281.86,271,1186
7.4799999999999995,3,3
35.04,11,14
32.48,12,13
1603.97,90,582
624.21,52,316
977.5500000000001,126,606
1024.1,142,632
1738.07,212,1856
413.12,39,157
2628.47,179,1838
3791.67,62,1004
766.19,48,204
183.98000000000002,15,51
42994.240000000005,1145,10628
29533.87,1009,6830
7.78,1,1
18.75,3,5
82.78,6,21
9042.15,485,2122
8.46,1,1
248.0,13,32
979.4000000000001,46,120
4404.02,314,1098
3263.03,271,839
16.63,1,1
16.63,1,1
8624.1,662,3234
7699.25,601,3285
735.38,49,392
14525.0,715,9853
607.98,60,746
24445.609999999997,1019,106139
43844.96000000001,328,1128
389.3,20,100
70.80000000000001,12,24
884.75,88,297
271.1,38,226
121.08,69,554
7.41,8,39
1.9,3,10
0.38,1,2
15.010000000000002,9,79
1.71,2,9
1.9,4,10
11961.49,277,24794
503.51,96,261
303.86,28,137
58.31,18,77
47.04,13,112
156.07,46,354
166.21,50,230
212.40000000000003,22,72
1064.0500000000002,96,376
602.67,107,1414
109.13000000000001,20,42
12.780000000000001,9,10
233.48000000000002,28,75
498.21,110,1137
297.48,53,113
113.22,34,252
347.3,64,823
15.9,13,28
84.84,61,319
76.68,53,247
83.97,50,341
127.56,91,472
37.04,17,74
4.2,2,2
190.16,18,65
4824.3,476,22936
3076.92,215,808
4476.67,299,1145
118.95,24,61
385.98,14,44
51.8,5,8
557.4799999999999,31,48
18.15,1,11
212.42,19,38
1164.04,83,227
1442.3899999999999,73,548
1820.2700000000002,123,959
65.76,11,21
922.18,121,1757
71300.4,756,31409
3505.58,126,206
3771.0400000000004,133,750
1097.48,29,121
956.8900000000001,40,179
11.25,3,3
126.29999999999998,8,74
257.1,6,30
15753.18,796,7575
15388.44,1248,11637
14076.34,1114,10405
21.45,1,11
89.03999999999999,22,70
1380.52,49,552
51.14,4,62
358.92999999999995,13,373
1042.16,50,129
23080.13,841,7131
13.82,2,2
536.24,9,78
71.25,6,27
80.0,7,24
427.95,38,782
86.25,10,23
76.6,9,18
72.25,5,17
371.78000000000003,42,109
90.94999999999999,18,106
72.42,19,69
24.18,5,52
84.55,35,139
186.16,44,198
85.53,18,93
77.96,20,85
33.15,16,37
278.72999999999996,64,291
105.39999999999999,20,124
2041.69,201,1263
2341.77,213,1475
253.79,40,99
114.86,14,100
179.1,11,82
96.51,23,32
1348.36,73,1256
17477.66,83,816
2249.41,44,664
3402.32,30,87
293.02,32,75
111.11999999999999,5,1142
387.13,37,97
272.16999999999996,41,326
1764.03,115,1349
634.64,70,433
8091.4800000000005,108,3809
453.76,74,169
279.82,43,103
5897.79,404,1523
2452.67,196,649
1085.96,96,277
323.36,32,161
2456.1,46,2781
2045.45,159,802
844.74,75,113
37.3,4,5
505.26,44,67
15.24,1,2
14.92,2,2
3254.14,474,2402
1481.05,147,1171
401.59,101,274
117.77,28,148
432.75,38,1099
185.7,58,75
2.15,1,1
138.85999999999999,34,56
35.089999999999996,6,14
2788.4500000000003,203,1200
1895.3700000000001,214,867
6321.62,722,7390
639.4699999999999,94,699
257.4,10,110
311.86,26,186
1503.6399999999999,34,538
146.10999999999999,22,77
290.78,19,50
62.35,5,13
414.74,37,78
169.35999999999999,45,191
164.01,42,194
417.58,31,54
377.93,24,59
774.7099999999999,187,818
8.3,4,5
346.93,64,607
1747.76,327,2686
2289.73,613,5077
1561.49,399,3504
19.970000000000002,12,25
6.48,4,8
49.14,11,117
90.75,11,55
34.64999999999999,3,21
79.19999999999999,13,48
137.26999999999998,16,75
24.749999999999996,5,15
64.35,8,39
133.85000000000002,16,47
3628.11,199,1259
125.17,19,21
1190.1699999999998,230,1321
1065.55,195,1199
126.71,31,147
95.69999999999999,40,57
53.54,25,32
3.38,1,2
1378.26,78,169
106.59,7,10
685.15,62,139
590.04,59,128
175.48000000000002,11,21
14.85,1,9
7788.67,310,37066
702.42,112,562
557.18,76,433
584.93,89,415
1287.54,179,1023
19.8,2,4
8.49,1,1
98.8,13,24
23.8,3,4
337.04,32,96
854.91,112,222
4051.94,442,1057
1920.02,234,506
59.5,11,14
696.75,75,282
44.25000000000001,9,15
536.4000000000001,47,173
73.75,7,25
408.9,16,230
723.5699999999999,43,367
4074.67,725,6221
1137.84,201,1127
3196.43,600,4720
1440.76,348,2226
80.62,10,72
621.74,138,810
543.41,93,428
1013.9599999999999,255,1536
25.099999999999998,8,10
67.77,17,27
46.89,14,19
12.399999999999999,2,5
5.02,2,2
2.46,1,1
259.37,27,205
450.98,44,364
4350.14,217,20775
160.15,6,15
918.27,52,108
638.34,15,260
47.7,4,6
1289.24,38,143
41.65,4,7
51.0,4,20
102.30000000000001,10,22
258.06,12,62
124.83,10,17
17.85,1,3
748.48,21,240
1472.62,25,72
140.25,7,11
1622.96,29,72
746.61,50,121
247.26,15,29
152.6,9,23
310.44,14,56
1193.0,81,838
279.0,17,180
1024.15,71,770
793.34,51,650
45.95,1,1
297.5,19,50
237.8,13,24
15.9,1,2
1106.16,50,288
859.25,11,15
1454.49,114,585
1101.55,69,400
12.75,1,1
750.48,12,14
130.9,13,22
517.48,20,246
1199.66,64,214
1469.51,224,588
855.26,51,860
899.48,61,745
987.98,85,725
52.699999999999996,5,7
53.18,6,7
233.98,28,31
308.99,43,222
530.22,51,243
179.75,25,150
10.02,2,2
4.96,1,1
10.12,2,2
746.39,64,373
955.35,51,193
1364.7,47,226
892.7,33,226
2128.72,182,5196
306.77,32,109
314.84000000000003,99,500
391.31,133,503
1175.93,106,460
571.71,62,206
2102.46,110,848
1108.28,81,565
103.3,4,14
372.3,17,94
596.94,49,295
516.85,46,537
720.6999999999999,40,609
1366.17,125,435
1027.79,76,389
1208.06,73,314
1313.52,81,422
742.9,40,312
214.65,14,27
2225.5,235,2747
9336.68,1122,19085
65.10000000000001,7,14
113.27,3,84
227.33,8,162
97.9,14,22
37.2,5,8
6.86,2,2
325.88,7,137
188.73,9,20
170.8,4,84
500.19,16,219
208.3,17,34
1045.8799999999999,64,125
618.52,51,79
732.7900000000001,53,142
136.85,13,23
1014.48,86,176
390.95,24,42
357.71,30,39
767.1600000000001,60,98
734.8900000000001,47,241
147.05,3,35
87.8,2,20
201.3,12,54
216.49999999999997,29,134
394.84999999999997,5,233
3.69,3,3
18.48,6,28
10.89,6,15
372.14,51,185
11.25,5,9
188.77,31,149
30.240000000000002,15,72
34.86,17,83
72.06,16,23
1781.12,93,1170
1189.23,105,544
1142.02,78,609
115.86,19,38
92.16999999999999,24,97
2634.59,218,2083
25205.13,1259,40439
74.75,4,5
896.0,1,560
360.21,36,222
768.8499999999999,61,276
517.4300000000001,29,59
837.77,48,113
761.25,43,105
1903.0,170,1517
140.23,6,9
638.0,27,200
806.22,6,195
419.25000000000006,16,135
560.5,48,190
840.45,26,119
127.5,6,10
509.9,18,74
1558.39,124,445
1086.13,106,334
10119.51,519,2297
1696.02,70,208
2379.09,96,298
2752.59,131,325
1538.79,83,189
79.5,5,10
317.71999999999997,17,19
2072.9500000000003,111,284
4999.79,180,600
234.28,20,28
17.12,2,2
3361.25,44,481
1845.2,33,323
198.84,17,18
232.62,19,21
432.45000000000005,10,195
492.90000000000003,10,326
40.8,3,16
528.78,31,678
970.7900000000001,38,650
357.22,27,250
292.04,19,388
427.44000000000005,15,272
345.00000000000006,18,214
312.65000000000003,24,185
389.79,17,411
189.28,17,112
70.98,11,42
396.38000000000005,18,218
501.9700000000001,19,355
212.85,8,147
551.4000000000001,9,340
261.90999999999997,20,319
568.02,32,450
215.93,7,233
474.84000000000003,21,276
351.6,8,296
3300.7599999999998,99,422
1.95,1,1
13.65,3,7
1183.8200000000002,53,926
1278.3500000000001,20,33
937.44,79,1059
2382.25,214,1788
1368.26,95,908
899.37,54,323
742.5,74,1318
1210.0,29,120
676.4499999999999,32,38
869.08,51,1734
489.79,29,1027
3315.18,353,2503
1195.15,7,113
6134.7,630,6794
24289.33,1408,19847
3210.04,143,251
312.5,4,50
8747.05,393,1523
2430.82,140,282
744.1500000000001,35,1505
1731.06,110,280
1.25,1,1
52.5,14,42
51.25,11,41
567.5500000000001,54,251
1149.73,49,2330
833.57,103,470
3244.14,293,1936
2618.27,260,1558
2079.4700000000003,110,381
196.70000000000002,15,36
1492.28,81,238
1877.21,33,467
68.0,3,8
46.8,1,24
445.03,17,197
128.83,8,53
431.0,9,326
611.0699999999999,30,347
613.53,58,293
433.46,18,282
552.72,39,304
67.71000000000001,4,7
639.42,48,77
105.82000000000001,4,16
13.57,1,1
27.14,1,2
13.9,2,2
34.75,4,5
703.54,26,302
322.61,40,90
330.36,41,93
1983.54,102,177
636.47,45,58
394.15,16,32
973.36,59,88
141.76,36,86
60.0,12,16
511.01,40,373
483.75,37,371
488.31,40,344
26.25,4,7
600.52,35,331
185.66,17,74
504.43,43,291
371.84999999999997,43,160
129324.49,2807,80082
9894.99,375,1729
342.94,24,52
289.43,36,66
6248.28,312,1708
410.89,35,49
119.39999999999999,9,12
87.45,6,11
186.35000000000002,15,33
352.75,52,165
73.93,21,53
192.17,53,121
471.13,74,123
326.33,53,84
1007.91,105,269
307.47,21,66
999.17,36,391
1045.16,36,432
1052.29,35,435
2797.55,30,209
1230.39,53,432
2996.44,231,1094
3072.64,259,1125
15.56,1,2
2211.54,266,608
1593.29,200,420
155.7,5,6
459.56,37,234
646.4300000000001,58,261
686.03,53,229
995.12,63,208
1619.84,43,291
805.38,88,201
101.25,14,27
808.22,17,342
1017.64,150,234
571.0,62,133
272.61,15,764
274.55,10,975
339.28999999999996,17,179
71.39999999999999,10,28
677.45,26,452
130.04999999999998,3,75
873.11,34,714
293.08,51,664
67.5,10,54
189.6,31,138
365.34999999999997,47,773
471.57,52,1081
277.9,42,484
157.61,33,226
211.29000000000002,28,953
224.31,29,494
273.32,62,335
1007.5200000000001,93,3096
513.6899999999999,82,204
688.7299999999999,83,274
602.6,24,262
401.3,17,189
615.4,34,282
574.71,21,239
314.35,6,131
309.15000000000003,6,136
317.0,6,136
586.5,13,687
5394.54,124,2542
5.07,3,3
3153.88,194,1135
17746.71,653,21605
49210.4,1769,36696
18744.170000000002,680,15810
459.2099999999999,36,273
19015.8,693,11945
4199.27,274,6041
848.76,135,622
802.73,120,565
51.26,5,10
392.53,39,148
615.49,44,364
705.01,42,374
179.85000000000002,2,3
763.35,9,23
591.5,6,18
630.0,2,11
990.0,2,17
1050.0,3,20
1359.95,4,27
225.95,4,13
428.0,4,33
276.0,2,23
174.9,3,3
1249.45,11,24
419.85,4,9
6538.08,204,529
5681.41,135,428
7629.25,191,637
5393.71,106,472
4490.48,98,387
3571.77,131,298
150.82,4,6
50.98,2,2
100.37,4,4
404.13,13,16
50.98,2,2
4279.93,341,969
17177.039999999997,1080,17400
21794.26,1425,26444
487.14,65,233
784.04,98,373
723.51,58,585
5493.3099999999995,459,6489
4.92,1,2
9.959999999999999,3,6
462.15000000000003,46,117
879.55,57,89
3266.4,212,1990
722.76,56,674
281.33,44,223
28475.96,1425,21689
462.12,17,266
541.3,16,322
401.16,16,232
404.91,21,159
1018.13,153,644
194.95999999999998,24,128
29.8,8,10
2.98,1,1
639.06,75,432
17.88,5,6
11864.15,812,8138
12913.24,1019,8305
1093.42,152,2120
510.15000000000003,57,1009
150.57,41,74
12.8,6,10
2062.19,193,4248
27041.21,2127,54028
17259.850000000002,1460,34797
648.61,177,1471
243.66,86,551
42.71,30,51
16.99,13,20
19400.7,589,5185
34488.07,1019,9257
32740.36,951,8798
39875.14,1085,10653
1481.78,81,178
4322.57,85,514
2958.87,75,353
3097.3799999999997,82,371
1289.31,37,3049
399.62,21,143
1058.72,99,269
21797.58,684,4623
30776.58,900,6155
2270.73,72,547
6664.45,90,1918
416.12,28,33
491.42,35,39
2750.0,254,2908
2033.33,167,1679
792.15,174,1157
1390.3899999999999,317,2231
719.67,119,1087
63.75,10,15
63.75,10,15
127.2,4,36
969.9,80,787
915.04,49,647
982.47,47,718
651.19,25,423
533.48,58,240
56.099999999999994,10,22
682.35,38,293
58.65,11,23
1.65,1,1
330.9,20,218
163.35,42,99
985.3999999999999,95,570
1285.9099999999999,125,720
367.55,29,300
538.5,40,190
654.01,27,271
656.82,33,430
531.4499999999999,29,211
943.44,102,477
896.09,85,496
1017.48,106,481
1323.51,161,1441
953.34,152,982
946.59,161,886
1327.68,133,1148
376.05,32,236
317.35,49,258
2364.82,135,846
2606.64,152,1183
2604.15,197,1314
24.869999999999997,3,3
8.29,1,1
2344.9,178,646
2539.29,131,986
2693.85,197,1356
25.410000000000004,3,3
50.82000000000001,6,6
16.94,2,2
2389.21,165,619
1530.1599999999999,87,598
1629.02,128,878
16.58,1,2
16.94,2,2
5803.580000000001,382,2778
1661.37,251,1448
2178.52,266,1653
516.31,114,536
212.45,44,64
13.44,1,4
3639.89,400,2065
3813.7799999999997,252,2451
169.75,34,51
23.519999999999996,3,7
2489.87,92,1853
12234.56,292,2685
4.95,1,1
801.4,40,149
2239.34,83,471
6664.329999999999,236,1051
21201.13,517,2685
8114.78,667,6151
2653.3,338,2126
3746.29,500,2981
2922.96,400,2330
8453.47,830,6316
2634.0,314,2110
4718.62,510,3829
2067.18,334,2066
1451.24,51,434
9.94,3,4
2.46,1,1
4.92,2,2
893.25,61,268
281.44,52,115
100.80000000000001,1,48
4363.280000000001,378,2032
2495.0200000000004,204,916
1442.94,107,359
2399.89,211,701
1745.62,87,1448
5451.49,469,6306
6363.28,342,3886
5426.74,180,308
